dt,A_mean,dA_mean,B_mean,dB_mean,sigmaN_mean,tau_mean,dtau_mean
0.01,1.0186608206181198,0.14387839561233493,0.9899931043265404,0.0014009057890741821,0.5007906720038633,1.0042288346421135,0.1426875299670845
0.09142857142857143,1.0094123265260355,0.04731065492167188,0.9125450832041588,0.00408677530309483,0.5000606262569082,1.0018482058061928,0.049156424528490165
0.17285714285714288,0.9809563847479629,0.03332610775493848,0.8391978497717634,0.0054358306966519766,0.5018710473230293,0.9876507896971644,0.03654750258261322
0.2542857142857143,1.0080050254466717,0.028505000251928474,0.7740753092628518,0.006327916878144315,0.49599328353746774,0.9951845764015774,0.031829370173457286
0.33571428571428574,0.9928864457971504,0.024549615841869446,0.7117323920992578,0.007022167028041303,0.49833200660305665,0.9892056505760494,0.02874814580698832
0.41714285714285715,0.9970610901717569,0.022443966046275902,0.6584060655748647,0.007523527235525173,0.49714904329997356,1.0004481290029221,0.027404108661010174
0.4985714285714286,1.0130108927513934,0.021086468573172847,0.6068458834606354,0.00794518456296883,0.4906588349043165,1.000364100568321,0.02626520058468009
0.5800000000000001,1.0001406053980495,0.019623643848060944,0.5622090384821219,0.008265983531981729,0.5015082294672422,1.010107562978238,0.02584317508544882
0.6614285714285715,1.0081599081359345,0.01883599428319591,0.5208435810989396,0.008534526839532004,0.4972026252934212,1.0152171207687397,0.025523852982759505
0.7428571428571429,0.9976639007200792,0.017808457437150725,0.4779337352249364,0.008781040758833427,0.5011427856607104,1.0083094114729132,0.025128223547361002
0.8242857142857143,1.013251556577083,0.017337510213513506,0.4336918745837969,0.009007214809940855,0.4888089506521974,0.9890510026267286,0.02462712117711713
0.9057142857142858,0.9870379912773594,0.01653493198515007,0.4098454447258587,0.009117529833425064,0.5089091413486863,1.0181708952953321,0.025438543602908294
0.9871428571428572,1.0173719255857896,0.016529267633733576,0.3713895169240313,0.009283309101835033,0.48652502798592606,0.9977910559665151,0.025200505890032726
1.0685714285714287,0.9800062357009564,0.015673387219103482,0.34992051775393673,0.009364384264063158,0.5213775370588265,1.0197826553941838,0.026029023358483967
1.1500000000000001,0.9871380900051809,0.015520924173758707,0.3249485478562689,0.009455057891790889,0.509722080649322,1.0245263036567107,0.026549541800869814
1.2314285714285715,0.9739423154671943,0.015065407293284908,0.2988933803215725,0.009540200760185616,0.5184121034578795,1.021301678376752,0.02702762234720842
1.312857142857143,0.998898454272266,0.015220745769321762,0.27284177499228857,0.009618377522696708,0.503120522006015,1.0120960383726973,0.02750496373707916
1.3942857142857144,0.9824210557851754,0.01482919791430761,0.2559073704582247,0.009659226576727478,0.5149131314982598,1.027919031940131,0.028581920388964753
1.4757142857142858,1.0125277096936172,0.015043854699935244,0.22201752142183562,0.009750206328949998,0.47947495840887544,0.9808590406275661,0.028639943449185228
1.5571428571428572,0.97375245606658,0.014436953890196136,0.21745290733296424,0.009757406690639793,0.5216630608909087,1.0221879781304393,0.030137915700444256
1.6385714285714286,0.9896886283058638,0.014515243068969874,0.1901963722093823,0.009816551279917669,0.49860067657060386,0.987597852751455,0.03074759138449514
1.7200000000000002,1.0021507235099427,0.014620610634245135,0.17602572198842556,0.00984380248520583,0.49881851770353347,0.9902783384942555,0.03190230251169048
1.8014285714285716,1.0030151567023142,0.014589387021475029,0.16716577893006215,0.009859236696856668,0.5000921472268873,1.0072506117504658,0.03325370940102439
1.882857142857143,0.997016348888754,0.014432414273577516,0.15210816167308308,0.009883007181629282,0.49980256014984414,0.9999500293451362,0.03455058898884363
1.9642857142857144,1.0022229781794547,0.014447880219370721,0.13757415641918805,0.009904276942237713,0.5002005473781823,0.9903164472280827,0.036038214434428215
2.045714285714286,0.9972689339463292,0.014340083361557818,0.12838384703190275,0.009917065417842227,0.49983941751745437,0.9965349172920392,0.03758067790195231
2.1271428571428572,1.000645458075004,0.01437017617422497,0.12367901469997433,0.00992332676068661,0.4998510502585026,1.0177002556596266,0.03910212468356104
2.2085714285714286,0.9979404566128587,0.014274332116116024,0.10620254862813057,0.009943500445892716,0.49998925733699756,0.9847425045313297,0.041196218736207615
2.29,1.0005078621183432,0.014289565826091677,0.09834030310579767,0.009950949956784806,0.5000664794806923,0.9867511318166471,0.04330908236600076
2.3714285714285714,1.0040282375660872,0.014323587494385767,0.09266485528234095,0.009956559577247533,0.5002455737437059,0.9963934175802454,0.045223541408871006
2.452857142857143,1.0007847544570074,0.0142481161913047,0.08090627027410999,0.009967124099106455,0.5001380445375099,0.9747489666143329,0.04805165549422961
2.5342857142857143,1.0106964973863692,0.01438388676691093,0.0786150920936725,0.009968976157142782,0.5006686196432645,0.9956634100626592,0.049972893910572934
2.6157142857142857,1.0026069290278716,0.014262296786477151,0.07549899901988227,0.009971110131348288,0.5001131359006442,1.011278393972065,0.05214277165885439
2.697142857142857,0.9945467782414404,0.01414488803274459,0.07363149583751813,0.009972440473045366,0.4995092241811331,1.0320535165767497,0.054319652260614124
2.7785714285714285,0.9987101815631874,0.014180813997957228,0.06237944094927435,0.00998043361793027,0.49990851049383744,0.9998183215427299,0.058336336726306545
2.86,1.0007463215184333,0.014204558581028908,0.058479505912519256,0.009982396892292269,0.5000043705183592,1.0036952632937304,0.06198652884606609
2.9414285714285713,1.0086792351561642,0.014309599659718694,0.05430186532196542,0.00998483447417028,0.5005021334046521,1.0053445802151784,0.06561830621364902
3.0228571428571427,0.9899807026055092,0.014042797727095505,0.052983349136253376,0.009985248899177032,0.4992932686083151,1.0228985746232397,0.06906195515089082
3.104285714285714,0.9920927749174702,0.01405840136275056,0.04395726937766796,0.00999045954132911,0.49950012501621516,0.9914156597992516,0.0732585113524584
3.1857142857142855,1.003962797933069,0.014229346792987884,0.046045502298888645,0.009989504368674405,0.5001826845953568,1.032912037285899,0.07383063988802543
3.267142857142857,0.9976651626039095,0.014131157277331264,0.03698459623975982,0.009992683253657594,0.49984088024911133,0.9827933050695761,0.08555196177746786
3.3485714285714288,0.9971238193820495,0.01412483500539651,0.03946603477172337,0.009992122158348769,0.49977269349567105,1.0321517815449102,0.08303379497218175
3.43,1.0057520949186323,0.014239255063318395,0.03119796505750126,0.009994886628179704,0.500351231707603,0.980231262145025,0.0973528835170935
3.5114285714285716,1.0024284968969635,0.014189692362446457,0.027994505662550455,0.009996035873800348,0.5001520383016604,0.9655714340031183,0.11579197224781826
3.592857142857143,0.9961656717260666,0.014098244047174321,0.02604647285649065,0.009996544203745173,0.4997622082204855,0.9800758357149595,0.10712695922563557
3.6742857142857144,1.007234759937655,0.014253751526606453,0.023307875398153856,0.0099971159701101,0.5004502234588897,0.964317155675702,0.12334644270216155
3.755714285714286,0.9969665754600179,0.014110762180924486,0.023864065911007367,0.009995958354112157,0.4997835212415923,0.9617699767090441,0.2403627501452259
3.837142857142857,0.9993356161308201,0.01414241616515777,0.024116232351612928,0.009997066625398407,0.4999281880124279,1.0164106037445504,0.12779419594770747
3.9185714285714286,1.0065909237038588,0.014240605073616748,0.016897111665258813,0.009998860646921633,0.5004175849379867,0.9409016332277869,0.16544879784910274
4.0,0.997532293955763,0.014113913057301095,0.019532951976736435,0.00999774682067158,0.49983083753802393,0.9956977425512495,0.1684060608492553
